user,text,score,ID,Thumbs Up Count,date,sentiment,sentiment_description,interpreted_sentiment,sentiment_score,,,,
Jose Mugarte,Nunca me an aceptado casi 2 meses esperando,1,gp:AOqpTOHhRfZm-nhjg76_9UwekfJL1mFHSkijbW9QNy93TPr6Ym6wBHbvSJ9q1yekymyXQ0_H-0ai6WSYEW7dj4w,0,2021-06-28 17:31,"The sentiment of the text is negative. The text is in Spanish and translates to ""They have never accepted me, almost 2 months waiting."" The sentiment is negative due to the use of words like ""never"" and ""waiting,"" which indicate a sense of rejection and impatience. The overall tone suggests frustration and disappointment.",Nunca me an aceptado casi 2 meses esperando,negative,-1,,,,
anthony vargas,Buena aplicacion para generar ingresos,5,gp:AOqpTOHJw0FvN0s2c9IShH5Z4qX9lChNJcbJnQtZjsT6SUzzYEfUq6pGXFPrvWzOBDyJ29OqJoIkdKXAiYwTeJs,0,2021-06-28 17:30,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""Good application to generate income"". The use of the word ""good"" indicates a positive sentiment towards the application being discussed. The phrase ""to generate income"" also suggests a beneficial outcome, reinforcing the positive sentiment.",Buena aplicacion para generar ingresos,positive,1,,,,
Misael Orozco,Sin comentarios.,1,gp:AOqpTOGi3OmaDoCzzggm10rL8MVIa_-pyUG5IdqqdbzcrmbVjbEVbjm2wKtz6jthUXJSmjpVeiMqCrLQU_Uuxwo,32,2021-06-28 17:24,"The sentiment of the text ""Sin comentarios"" is neutral. This Spanish phrase translates to ""No comment"" in English. It does not express any specific positive or negative emotion or sentiment, but rather a refusal or reluctance to express an opinion or sentiment.",Sin comentarios.,neutral,0,,,,
Daniel Rios,Bn,5,gp:AOqpTOHShQ_pNlrMzQgy0tIs_Rx0qcYAGUKaOQF4hOSYcxg8BazdYbdjZ3Azw2eg98O5aLbA6Js_Y0mGtHJImTg,0,2021-06-28 17:23,"The text ""Bn"" doesn't provide enough context or information to analyze sentiment. Therefore, the sentiment is considered neutral.",Bn,positive,1,,,,
Leonardo Sanchez,Muy buena,5,gp:AOqpTOFGUy4joQ9bOO2sSqNBrgsC8yDbpmQe9j18YO5h_4A0ltZLgZovhW9C1KttDaGFgauY1snQ89-hW7jDB5g,0,2021-06-28 17:20,"The sentiment of the text is positive. The phrase ""Muy buena"" is Spanish and translates to ""Very good"" in English. This phrase expresses a positive sentiment or approval towards something or someone.",Muy buena,positive,1,,,,
Juan Hilera,Excelente,5,gp:AOqpTOFskPucVv8FTx5sIvUuhf9Z-7Ea7wghwFu1RKdInH7lkcqIEI9ycqiBkZlxi4wOrFLvSDs-v3GgTxYeIhg,0,2021-06-28 17:14,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Ciasar Varela,Repartir es divertido. Con Rappi es SUPER DIVERTIDO.y remunerativo..,5,gp:AOqpTOFZhHgjShZHH32F3bYeqFIx7VxA0o3Hme7Ho0UJaXXyZZR0clDKlQhyf5s1JP5yfTrMcp86H9_Io_b22nI,0,2021-06-28 17:14,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""Sharing is fun. With Rappi, it's SUPER FUN..and profitable.."" The use of words like ""divertido"" (fun), ""SUPER DIVERTIDO"" (super fun), and ""remunerativo"" (profitable) indicate a positive sentiment. The use of capital letters for ""SUPER DIVERTIDO"" also emphasizes the positive sentiment.",Repartir es divertido. Con Rappi es SUPER DIVERTIDO.y remunerativo..,positive,1,,,,
Carlos jose Meza,Buen app. La calificaria mejor si eliminaran las reservas. El otro problema es que ya no me permite llamar al cliente. Me sale una contestadora que dice: esta sesion no se encuentra disponible en este momento,5,gp:AOqpTOEGt9Fc1w3V1m9bSRAt6AU86mTcuChsqhvtLjeIk8ZFnrs3GwNqJy0siaHw_Dor4PpZZPNMuloRPnMEKtk,2,2021-06-28 17:12,"The sentiment of the text is generally negative. The user expresses dissatisfaction with certain aspects of the app, such as the reservation feature and the inability to call the customer. The phrase ""El otro problema es que ya no me permite llamar al cliente"" indicates a problem or issue, which contributes to the negative sentiment. The user also mentions a message they receive which further indicates a problem: ""esta sesion no se encuentra disponible en este momento"". However, the user does start the review with ""Buen app"", which is a positive statement, but it doesn't outweigh the negative aspects mentioned afterwards.",Buen app. La calificaria mejor si eliminaran las reservas. El otro problema es que ya no me permite llamar al cliente. Me sale una contestadora que dice: esta sesion no se encuentra disponible en este momento,neutral,0,,,,
C.A.M 1979,un rappitendero motivado a trabajar es justo quia un rappitendero empiece a las 8 de la mañana y a las 2 de la tarde siempre llevia $50000 ganados asi cualquiera se motiva a seguir trabajando el resto del dia,4,gp:AOqpTOE-DWaUYSvOpM9keRfMZHs1x6pChZARNNSC1Vkdfd3d4hQbwSmgm8DiPQAjNuoCxeH7zdEfe829F5xKXO4,74,2021-06-28 17:08,"The sentiment of the text is generally positive. The text talks about a motivated worker (a ""rappitendero"") who starts work at 8 in the morning and by 2 in the afternoon has already earned $50000. The text suggests that such earnings are a good motivation to continue working for the rest of the day. The language used conveys a sense of satisfaction and motivation, contributing to the overall positive sentiment.",un rappitendero motivado a trabajar es justo que un rappitendero empiece a las 8 de la manana y a las 2 de la tarde siempre llevo  $50000 ganados asi cualquiera se motiva a seguir trabajando el resto del dia,positive,1,,,,
Isaac Alan Terraza,Al principo costo utilizar lq app pero después ya pude,4,gp:AOqpTOEkIoa5VXBE-MslvZD5H4A_pjnbpNuBQicu3OIpUQ-VR5_mDBWEt-4hpScT3JA-VFBMuDcf043OpBbYgQk,0,2021-06-28 17:00,"The sentiment of the text is generally neutral. The user initially had difficulties using the app, which could be seen as a negative sentiment. However, they were able to overcome these difficulties, which is a positive sentiment. The two sentiments balance each other out, resulting in a neutral overall sentiment.",Al principo costo utilizar lq app pero despues ya pude,neutral,0,,,,
Benjamin Cote,"Problemas con el mapa, tardar en actualizar la ubicacion, ademas de lugares mal ubicados que te obligan a ir a otros sitios a marcar llegada. Mala atencion de soporte. Disminucion de tarifas. Te mandan a buscar lejisimo. Pedidos dobles muy mal enrutados. Se ha venido a peor. Ademas su disminucion de tarifas no es por aumentar demanda de clientes pues para los clientes los costos de domicilios no han disminuido sino mas bien han aumentado.",1,gp:AOqpTOEYUprwLKyoR8DLeto1Qv7HYh8CR0pho9cpdbka-td5aUalKu-obGv3NlCe2GYdXpwVykCKz2SLCHZ3XFg,0,2021-06-28 17:00,"The sentiment of the text is generally negative. The author expresses dissatisfaction with several aspects such as problems with the map, slow updates of the location, poorly located places, poor customer support, reduction of rates, and poorly routed double orders. The author also criticizes the company's decision to reduce rates, arguing that it does not benefit customers as the costs have not decreased but rather increased. The language used and the overall tone of the discussion indicate a high level of dissatisfaction and frustration.","Problemas con el mapa, tardar en actualizar la ubicacion, ademas de lugares mal ubicados que te obligan a ir a otros sitios a marcar llegada. Mala atencion de soporte. Disminucion de tarifas. Te mandan a buscar lejisimo. Pedidos dobles muy mal enrutados. Se ha venido a peor. Ademas su disminucion de tarifas no es por aumentar demanda de clientes pues para los clientes los costos de domicilios no han disminuido sino mas bien han aumentado.",negative,-1,,,,
David Droffa,:) funciona,5,gp:AOqpTOFtDO6iIPKDjFws5xvIoP91EatOPuuqz0QrSKnNsK66slZec0QMmtZYQ7LEqKT1YqSk-afwURwQ9vzDqdo,0,2021-06-28 16:51,"The sentiment of the text is positive. The text is in Spanish and translates to "":) it works"" in English. The smiley emoticon "":)"" and the phrase ""it works"" both indicate satisfaction or happiness, which are positive emotions.",:) funciona,positive,1,,,,
Victor Hernandez Nava,Muy buena la aplicacion.,4,gp:AOqpTOGoRe0pdSe4ZLK-cN-xNxOruyVHHVd87_uXZ9e8MvQyS96rBeDBwSOjMfLhBLsYbexDgcRRm5OyOCJywO8,0,2021-06-28 16:50,"The sentiment of the text is positive. The text is in Spanish and translates to ""Very good the application."" This indicates a positive sentiment as the speaker is expressing a positive opinion about the application.",Muy buena la aplicacion.,positive,1,,,,
Gabriel Chacin,Excelente,5,gp:AOqpTOGNGNPIWEl8KVJfYsgzgVekdUPBajoGq1ybs9fACLTIbrqVuv5sgzCThvsJKe-y-9a1Z0rAcUz9Y0LFU1s,0,2021-06-28 16:42,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Joseph Cater,Una app padre dnde te permite hacer y ganar loq trabajes,3,gp:AOqpTOFWNIvqTgxwItZpgloDDoBG6qcyDzG2BSqKjJzx0fqzUzyVblnrN6lyaLyaYineE69WU9cqhUuIkQNU2HY,0,2021-06-28 16:31,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""A great app where it allows you to do and earn what you work for."" The use of the term ""padre"" (which is slang for ""cool"" or ""great"" in this context) and the idea of being able to earn from work indicate a positive sentiment towards the app being discussed.",Una app padre dnde te permite hacer y ganar loq trabajes,positive,1,,,,
Rafa Alv,Excelente,5,gp:AOqpTOEP3H-u0wDlPxaOY-_FI8iAAA7FLrsRtHAqoGppG90cg7HUTtKwSiProzPc5NjvwFAG0RR08h85SmjHhEw,0,2021-06-28 16:16,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Ricardo Flores,Facil de usar y eficiente,5,gp:AOqpTOGq5SUCO_yRrFyxtc90SaxACXuKEzqDG-acfQeO9ERflIZrsZM066PVxygI-VqUO3pdngFgOpRqgTbGgoc,0,2021-06-28 16:11,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""Easy to use and efficient"" in English. The words ""easy"" and ""efficient"" both have positive connotations, suggesting a positive experience or assessment.",Facil de usar y eficiente,positive,1,,,,
Aideé Angeles,"Quiero soy rappi pero la app me rechaza la solicitud, no se por que si soy mayor de edad y mande todos los documentos",1,gp:AOqpTOGuiCkFSkgHjbvOUmBaxaH7rDz7WdyA15gFbVkH7M0cYOUEulsUa_JEkOLi7jGSrsuoWqwvLB09LpNyOS4,0,2021-06-28 16:02,"The sentiment of the text is negative. The author expresses frustration and confusion because their application to become a Rappi courier has been rejected by the app, despite them being of legal age and having submitted all the required documents. The use of phrases like ""me rechaza la solicitud"" (the app rejects my application) and ""no se por que"" (I don't know why) indicate a sense of dissatisfaction and uncertainty, contributing to the overall negative sentiment.","Quiero soy rappi pero la app me rechaza la solicitud, no se por que si soy mayor de edad y mande todos los documentos",neutral,0,,,,
Omar Niño,Buena,5,gp:AOqpTOFPtkNYVpciOsQh8nX0nx001prb2j3kOPeqQ_Zdvtp6BKkYIXLcizBP9OinUSWVqwu7alrr-NICLJIK1Lk,0,2021-06-28 16:02,"The sentiment of the text ""Buena"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context or a complete sentence, it's difficult to determine the sentiment. It's neutral because it doesn't express a clear positive or negative emotion on its own.",Buena,neutral,0,,,,
jazbet castillo,"Buenas,",5,gp:AOqpTOHyXZic-_SsUtYU165RzqLOtt9BgpWDEsLzZn8ZBHGVGeBxfnSU-cvco-SEKvCMi4TNr084c80Tem96GjQ,0,2021-06-28 15:50,"The sentiment of the text provided is neutral. The word ""Buenas,"" is a casual, friendly greeting in Spanish, similar to ""Hello,"" or ""Good day,"" in English. However, without additional context or content, it's impossible to determine a more specific sentiment.","Buenas,",neutral,0,,,,
Carlos gaspar,Es mi primer dia de trabajo y todo bien hasta el momento,4,gp:AOqpTOEcY7RweucEI6Ke5w9virigc5gL1LZq-7m3hb9MobwdRNKANC3K5dWxPiAo3vUnLgMTISnjFzcW-mEwKwA,0,2021-06-28 15:49,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""It's my first day of work and everything is going well so far."" The use of ""todo bien"" (everything is going well) indicates a positive experience, and the context of a first day at work being good also contributes to the positive sentiment.",Es mi primer dia de trabajo y todo bien hasta el momento,positive,1,,,,
Axe Reyes,Es una buena forma de conseguir ingresos,5,gp:AOqpTOGdSVAT72sjVw3N8d_rpW4DpDPvXEO0RE9kFHqVzTuqKmDs7YbO-W8LUz7k6PccSe83STaWdg0CKxb2ruw,0,2021-06-28 15:48,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""It's a good way to get income."" The use of the word ""buena"" (good) indicates a positive sentiment towards the method of getting income being discussed.",Es una buena forma de conseguir ingresos,positive,1,,,,
Juan carlos Gonzalez galvez,Bueno,5,gp:AOqpTOH738IUH5tzpB317-wVhPHE5bUQOIcgLs2k9p0AreDvEUOPBDafB4sBmiKAvJ2igKB5ngzvSJYvrmnJXo4,0,2021-06-28 15:45,"The sentiment of the text ""Bueno"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context, it's difficult to determine the sentiment as it can be used in various contexts with different emotional connotations.",Bueno,positive,1,,,,
naza falconeri,bienn,5,gp:AOqpTOEqJmdpuFMVMJVtg27GvtyxyWELZGWUJis4ECOK0iIf_DW_iXTI2-3noocydaW82HLoy-t-HME5YcurIHg,0,2021-06-28 15:41,"The text provided, ""bienn"", appears to be a typo or a word in a language other than English. Without additional context or correct spelling, it's impossible to determine the sentiment. Therefore, the sentiment is classified as neutral.",bienn,positive,1,,,,
Jose Arbillaga,"Pésimo que siendo rt con auto me manden a perder el tiempo haciendo pedidos para comprar, alguno que otro es entendible, pero todo el tiempo y encima a supermercados con shoppers. Pésima logistica",4,gp:AOqpTOEm7GiWvgSZKl4pbGkdOFbJljg6ZfM_iTXLb3kWZpKulMF9xYJCNBMIAj4hIwYGY4MicDYp6G9rzkxdwAM,0,2021-06-28 15:40,"The sentiment of the text is negative. The author uses words such as ""pésimo"" (terrible), ""perder el tiempo"" (waste of time), and ""pésima logistica"" (terrible logistics) to express dissatisfaction and frustration. The context suggests that the author is unhappy with being sent to make purchases, especially at supermarkets with shoppers, which they perceive as a waste of time and a result of poor logistics.","Peimo que siendo rt con auto me manden a perder el tiempo haciendo pedidos para comprar, alguno que otro es entendible, pero todo el tiempo y encima a supermercados con shoppers. Pesima logistica",negative,-1,,,,
victor de moya,Excelente aplicacion le doy 5 🌟,5,gp:AOqpTOG1lV2ZpyQBjodl4uq3HNuVl5HDHCq57L7WhuKQMJUz9qr6m4wcIYuEVvuDKUzaVrlGYe7HCBQqYTf-D40,0,2021-06-28 15:36,"The sentiment of the text is positive. The user describes the application as ""excellent"" and gives it a 5-star rating, which indicates a high level of satisfaction.",Excelente aplicacion le doy 5 🌟,positive,1,,,,
Eduardo Valdez,Excelente,5,gp:AOqpTOHmKODgaB2Pt8qaBoZjEUB5fGgWMkr7763MAEnDaj66bgUzsUGRXl_iYSFk3vSoDswbEwaZG9_AQ2qobUM,0,2021-06-28 15:32,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Felipe Hernandez,We,5,gp:AOqpTOElvIKkGMolfn-TgvXzzbuU8ECS2UkFRUMacVn_olIYdO512e7LJj06xYbeu8RWYB_UG6XBpS7hfHULA68,0,2021-06-28 15:28,"Your text only contains the word ""We"" which is not enough to analyze sentiment. Please provide a more complete sentence or paragraph.",We,neutral,0,,,,
Gerardo Miramontes,Muy buena aplicacion,5,gp:AOqpTOHLQEdDiuBS-ffmTNXkhCWh1nu7kyuImn7x8sajvKbHlktnENCtIaKEVcsEif5TaC2PIb3Xdyxhl7LmdDY,0,2021-06-28 15:21,"The sentiment of the text is positive. The text is in Spanish and translates to ""Very good application"". The use of the word ""muy buena"" (very good) indicates a positive sentiment towards the application.",Muy buena aplicacion,positive,1,,,,
Jhon Jj Chapo,Muy buena,5,gp:AOqpTOHL3D3zk1ZzKIsP6f9UQUmCY9t3ZfBmfz6WRuHE6dZxgjeW7R6aNjeOuG9uQAkbTEHXAWnjiJIsB9NgU4o,0,2021-06-28 15:15,"The sentiment of the text is positive. The phrase ""Muy buena"" is Spanish and translates to ""Very good"" in English. This phrase is generally used to express approval or satisfaction, which are positive sentiments.",Muy buena,positive,1,,,,
Alexander bedoya,Bien,5,gp:AOqpTOGZqvn0iobkQcNHypn6A9LzGn9WW3BXTPjItGJWhCEraGjVUOvU-yP37PNW6UyqhoWTq6U3q0b3PegsPlI,0,2021-06-28 15:14,"The sentiment of the text ""Bien"" is positive. This is a Spanish word that translates to ""good"" or ""well"" in English. The sentiment is positive because the word ""bien"" is generally used to express satisfaction or approval.",Bien,positive,1,,,,
Sebastian alejandro Álvarez moreno,Vxoj,5,gp:AOqpTOG1n6qEa8TPjUc6bIqWmPx-X9iYU3TTEwvAWVi9nQ3WT0ta1D3k8otYfdnBqWqjTNX3bTx5FiECoZTkI7g,0,2021-06-28 14:56,"The text ""Vxoj"" doesn't appear to be a recognizable word or acronym in English, and without further context, it's impossible to determine a sentiment. Therefore, the sentiment of this text is neutral.",Vxoj,neutral,0,,,,
ruben jeovanny vazquez mazariegoz,pésimo,1,gp:AOqpTOH_tWwnQFF489iISq_bBKvvzgKUAusO4cLhLGyEBBrCLvPtpDycfvzWrHF_fjPRtuw5d5gYQv0de6Q6bAE,0,2021-06-28 14:42,"The sentiment of the text is negative. The word ""pésimo"" is Spanish and translates to ""terrible"" or ""awful"" in English, which indicates a negative sentiment.",pesimo,negative,-1,,,,
ulises solis,Bien,5,gp:AOqpTOGN4bK9ACfVQX_4eGm0QnE_cXOJZaiWlfCNfGHS5JkFoYq0Cs49wf2Zw2N50siKUlJixU2StVIOYpD1sPg,0,2021-06-28 14:40,"The sentiment of the text ""Bien"" is positive. This is a Spanish word that translates to ""good"" or ""well"" in English. The sentiment is positive because it indicates a state of satisfaction or approval.",Bien,positive,1,,,,
Kevin Chavez,Muy buena app,5,gp:AOqpTOGUGPzvzRQ1FCxqs-RoscKefcwwDZ-EliGK--gkPTEJSIGFYApQNJ2YQFxPsu5LN4I04ELloIMODuqTcZQ,0,2021-06-28 14:35,"The sentiment of the text is positive. The text is in Spanish and translates to ""Very good app"". The use of the word ""muy buena"" (very good) indicates a positive sentiment towards the app.",Muy buena app,positive,1,,,,
Alejandro Garcia,Buena,5,gp:AOqpTOHmoCkH5uQlq1iqgtVMRpkV8MwyguUkA6ImLVYyVG-fJBZpM6QU2dV9EQzczV62UZG3I-VNKwVyqxoCqS0,0,2021-06-28 14:33,"The sentiment of the text ""Buena"" is generally positive. The word ""Buena"" is Spanish and translates to ""good"" in English. The sentiment is positive because the term is often used to express approval or satisfaction. However, without more context, it's hard to provide a more detailed analysis.",Buena,positive,1,,,,
Emerson Ramirez,Bueno,5,gp:AOqpTOFq0a2hprl2k1w93PpAtwO4do-_HgCP7CwKGgo4VetLbsLJvwvRSfUbm84y_ZNCaw9_-mmVwDnnsu-Gz04,0,2021-06-28 14:25,"The sentiment of the text ""Bueno"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context, it's difficult to determine the sentiment as it can be used in various contexts with different emotional connotations.",Bueno,positive,1,,,,
Mauricio Adrian Teves Torres,Muy buena App y como empresa tambiian.,3,gp:AOqpTOFv21lol_rBuhRLuwUWv_aitkrFRJ3yzKkdDbne9lhJU1BOscHFwGCy7MhzpPFsGPAD6IHKFTL5KjIPx9o,0,2021-06-28 14:09,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""Very good App and as a company too."" The use of the phrase ""muy buena"" (very good) indicates a positive sentiment towards both the app and the company.",Muy buena App y como empresa tambiian.,positive,1,,,,
Carlos alberto Gonzalez zapata,mala mala mala,1,gp:AOqpTOFbVVlLVUf_zVGW_uIRibiuWFyMAV51_Dd8pf3R9T92a-HlaWvfj3PvewCFCAiFPumi75YPpuvWjibM2wk,0,2021-06-28 14:08,"The sentiment of the text is negative. The word ""mala"" is Spanish for ""bad,"" and its repetition emphasizes a negative sentiment. However, without additional context, it's difficult to provide a more detailed analysis.",mala mala mala,negative,-1,,,,
miguel alba,Exelente,5,gp:AOqpTOGdnQs53U7h01FbqOuj3lgRzThrYBxDiEKwp3wEp1V-wowlt6SVYEGaa1z6G0er04NeJqinkUolzKxwfQM,0,2021-06-28 14:01,"The sentiment of the text is positive. The word ""Exelente"" is a misspelling of ""Excelente"", which is Spanish for ""excellent"". This word is generally used to express a high degree of satisfaction or approval, which is a positive sentiment.",Exelente,positive,1,,,,
anselmo garcia,Buena aplicacion 👌,5,gp:AOqpTOH5qWF12_dpG6GIiBJxJWXc4PRjeivJxa9WhMn7xwOWGVt1RKSAJIOw9dT8wXI9yXLg_oGHzBeqzA5DdMY,0,2021-06-28 14:00,"The sentiment of the text is positive. The phrase ""Buena aplicacion"" translates to ""Good application"" in English, indicating a positive opinion about the application. The emoji ""👌"" is often used to express approval or to say that something is perfect or excellent, which further reinforces the positive sentiment.",Buena aplicacion 👌,positive,1,,,,
Gerardo Esparza,Un dia te las paga muy bien pero al otro dia puras de 20 asi que es lo mismo te las siguen pagando mal pero lo disfrazan a penas solo trabajar cuando estén bien pagadas para que salga si no solo trabajas gratis,1,gp:AOqpTOFlf32EaKqf068NtFBA5QllFiliDs7hZHmOWDiaxZY2O9C9WEbAbWRALvsme2ctAFCEMlEiO3YmE7ESuH8,10,2021-06-28 14:00,"The sentiment of the text is generally negative. The speaker seems to be expressing dissatisfaction with inconsistent payment for their work. They mention having a good pay one day and then receiving low payment the next day, which they perceive as a disguise for overall poor payment. They also suggest that they feel like they are working for free when the pay is not good. This indicates a sense of frustration and disappointment.",Un dia te las paga muy bien pero al otro dia puras de 20 asi que es lo mismo te las siguen pagando mal pero lo disfrazan a penas solo trabajar cuando estan bien pagadas para que salga si no solo trabajas gratis,negative,-1,,,,
Carlos Mauricio Moreno,Gana mucho dinero,5,gp:AOqpTOF6zM5erS26VPTDnSyLffnGmRw4nTqv1n777gc7rXXjbiw54LtD3JEVPHBORRlEEywoUdUN3vioGoiYuwI,1,2021-06-28 13:52,"The sentiment of the text ""Gana mucho dinero"" is neutral. This Spanish phrase translates to ""Earns a lot of money"" in English. It is a factual statement without any explicit positive or negative connotations. The sentiment could change depending on the context in which it is used, but without additional information, it remains neutral.",Gana mucho dinero,positive,1,,,,
MexicaliJos,Buena,5,gp:AOqpTOEQVosVVobQirML11SNuQG-7q5eBC3jIngcKYSTGYiN2n0M4NbruAltTxkpAaApvggg-Slh7oUWQ3AILRI,0,2021-06-28 13:49,"The sentiment of the text ""Buena"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context or a complete sentence, it's difficult to determine the sentiment. It's neutral because it doesn't express a clear positive or negative emotion on its own.",Buena,positive,1,,,,
fabiola hurtado,Excelente aplicacion,5,gp:AOqpTOEpwhcz5On_FpjsEqL5XWIOr-qEusQsgGqVuKYPKwwGBi8phwRq1iO4bpzocDYtNsVwOq69RsxvDKfh7Pg,0,2021-06-28 13:42,"The sentiment of the text is positive. The text is in Spanish and translates to ""Excellent application"". The use of the word ""excellent"" indicates a high level of satisfaction or approval, which is a positive sentiment.",Excelente aplicacion,positive,1,,,,
